TF,target,importance,corr_sign,signed_importance,validated
CD28,ABCB10,0.2804480886968464,1.0,0.2804480886968464,False
CD2,LTBR,0.279015175392659,1.0,0.279015175392659,False
ICOS,TNFRSF8,0.2775777643107475,1.0,0.2775777643107475,False
CD27,TRAF3IP2,0.2764929195765638,1.0,0.2764929195765638,False
RELA,CD40,0.2759644010926099,1.0,0.2759644010926099,False
CD28,TNFRSF14,0.2726386626491223,1.0,0.2726386626491223,True
IL2RB,CD28,0.2724380664499185,-1.0,-0.2724380664499185,True
TNFRSF9,PRF1,0.2719431990701075,1.0,0.2719431990701075,True
CD27,IL1R1,0.2711658615908923,-1.0,-0.2711658615908923,False
TNFRSF18,IRF4,0.2696753650861065,1.0,0.2696753650861065,False
TNFRSF25,XCL1,0.2692211120105988,1.0,0.2692211120105988,False
CD2,TNFRSF9,0.2681485439686817,1.0,0.2681485439686817,False
TNFRSF9,BICDL2,0.2674146645800587,1.0,0.2674146645800587,False
TNFRSF9,ZEB2,0.2671507662009687,1.0,0.2671507662009687,False
CD28,DEPDC7,0.2668308144874584,-1.0,-0.2668308144874584,False
CD226,CBY1,0.2664688690823177,1.0,0.2664688690823177,False
CD2,APOBEC3D,0.2652236592999854,1.0,0.2652236592999854,False
ICOS,IKZF3,0.2647359845822215,-1.0,-0.2647359845822215,False
CD226,TCF7,0.2646044683250541,1.0,0.2646044683250541,False
TNFRSF14,TRIM21,0.2642289183520313,1.0,0.2642289183520313,False
ICOS,TNFRSF1A,0.2624959922314627,-1.0,-0.2624959922314627,False
TNFRSF18,ICOS,0.2615295985576833,1.0,0.2615295985576833,False
CD226,CEACAM1,0.2610300092961049,1.0,0.2610300092961049,False
CD2,LAT,0.2609827880876111,1.0,0.2609827880876111,True
CD27,HELZ2,0.2603197940625537,-1.0,-0.2603197940625537,False
ICOS,TNFRSF18,0.2599075701239863,1.0,0.2599075701239863,False
TNFRSF1A,TNFRSF25,0.2584811718641358,-1.0,-0.2584811718641358,True
TNFRSF9,TNFRSF25,0.2578023424339082,1.0,0.2578023424339082,False
TNFRSF18,IL9R,0.2567122626322894,1.0,0.2567122626322894,False
TNFRSF18,PRKD2,0.2562633304956205,-1.0,-0.2562633304956205,False
TNFRSF9,TNFRSF4,0.2545253653284893,1.0,0.2545253653284893,False
TNFRSF14,APOBEC3D,0.2544201908452313,1.0,0.2544201908452313,False
LTBR,TNFRSF9,0.2539452856115816,1.0,0.2539452856115816,True
EOMES,TNFRSF25,0.2538393874448351,-1.0,-0.2538393874448351,True
ICOS,LAT2,0.2511681059506628,-1.0,-0.2511681059506628,False
IRF4,TNFRSF18,0.2506558298000548,1.0,0.2506558298000548,False
CD2,APOL2,0.2503497522782027,-1.0,-0.2503497522782027,False
CD226,IKZF3,0.2473955530024042,-1.0,-0.2473955530024042,False
CD28,JMJD1C,0.2469524520642175,1.0,0.2469524520642175,False
ICOS,FASLG,0.2468634386416533,1.0,0.2468634386416533,False
TNFRSF14,LCP2,0.2467490120955661,1.0,0.2467490120955661,False
CD27,P2RY14,0.2466519837658025,1.0,0.2466519837658025,True
TNFRSF8,OTUD7A,0.2452263533713698,1.0,0.2452263533713698,False
TNFRSF9,NKG7,0.2412328327085698,1.0,0.2412328327085698,False
CD2,APOBEC3C,0.2408985786429954,1.0,0.2408985786429954,False
TNFRSF8,TNFRSF25,0.2391261163657741,1.0,0.2391261163657741,False
ICOS,TAGAP,0.2377768506115876,1.0,0.2377768506115876,False
CD40,IKZF3,0.2376270134407947,1.0,0.2376270134407947,False
MUC1,TNFRSF14,0.2365584230791698,1.0,0.2365584230791698,True
HELZ2,TNFRSF14,0.2359615559884291,1.0,0.2359615559884291,True
TNFRSF25,DEF6,0.2346918422178479,1.0,0.2346918422178479,False
CD28,ICOS,0.2344166993036117,1.0,0.2344166993036117,False
CD40,FOXD2,0.2335562972182005,1.0,0.2335562972182005,False
FOXO1,CD40,0.2329445545822268,1.0,0.2329445545822268,False
PLCG2,CD28,0.2319924295784347,1.0,0.2319924295784347,False
PLCG2,CD226,0.2317611442907105,1.0,0.2317611442907105,True
CD28,PRDM13,0.2310181871590676,1.0,0.2310181871590676,False
TNFRSF8,GNLY,0.2309770161782268,-1.0,-0.2309770161782268,False
AKAP12,CD40,0.2300816903513458,-1.0,-0.2300816903513458,False
TNFRSF8,TNFRSF4,0.2291653634419536,1.0,0.2291653634419536,False
TNFRSF14,JMJD1C,0.2291085331113511,1.0,0.2291085331113511,False
ICOS,LHX6,0.2285097552542847,-1.0,-0.2285097552542847,False
TNFRSF4,SLA2,0.2277735080097044,1.0,0.2277735080097044,False
TNFRSF9,EOMES,0.2259258184836682,1.0,0.2259258184836682,False
TNFRSF25,HELZ2,0.2257988777555396,-1.0,-0.2257988777555396,False
ICOS,IL2,0.2257166456143742,1.0,0.2257166456143742,False
ZEB2,TNFRSF4,0.2256276077388152,1.0,0.2256276077388152,False
TNFRSF8,PIK3AP1,0.2255456025125286,1.0,0.2255456025125286,False
TNFRSF18,BICDL2,0.225264850750793,-1.0,-0.225264850750793,False
CD2,TNFRSF4,0.2249621523212677,1.0,0.2249621523212677,False
PRDM1,TNFRSF18,0.2244297939627484,1.0,0.2244297939627484,True
IL2,TNFRSF9,0.2239178140996808,1.0,0.2239178140996808,False
TNFRSF18,IFNG,0.2236042780577751,1.0,0.2236042780577751,False
ICOS,TCF7,0.2234751610083309,-1.0,-0.2234751610083309,False
TNFRSF14,CNR2,0.2231747511089339,1.0,0.2231747511089339,False
ICOS,RAC2,0.2229911440555438,-1.0,-0.2229911440555438,False
INPPL1,TNFRSF25,0.2227377637720348,1.0,0.2227377637720348,False
APOBEC3D,TNFRSF14,0.2219902190547558,1.0,0.2219902190547558,False
CD226,TNFRSF8,0.2202658068424224,-1.0,-0.2202658068424224,False
CD40,BICDL2,0.2201001628994422,1.0,0.2201001628994422,False
CD28,LHX4,0.2199434363715561,1.0,0.2199434363715561,False
CD27,PAPOLG,0.219734239736756,1.0,0.219734239736756,True
IL2RB,TNFRSF18,0.2181939540091041,1.0,0.2181939540091041,False
CD28,NKG7,0.2168364450951596,-1.0,-0.2168364450951596,True
ICOS,CBY1,0.2166010339736529,-1.0,-0.2166010339736529,False
TNFRSF4,XCL1,0.2165343972735434,1.0,0.2165343972735434,False
TNFRSF4,PRDM13,0.2164587649936843,-1.0,-0.2164587649936843,False
JMJD1C,CD28,0.2159070203377754,1.0,0.2159070203377754,False
CD2,GZMK,0.2145740635110728,1.0,0.2145740635110728,True
CD27,INPPL1,0.2142891728313113,-1.0,-0.2142891728313113,False
PRKD2,TNFRSF14,0.2141660579306473,1.0,0.2141660579306473,False
CD28,BICDL2,0.2129635489717624,-1.0,-0.2129635489717624,False
CD28,SLA2,0.2099112281375346,1.0,0.2099112281375346,True
TNFRSF8,PRDM1,0.2094706237503285,1.0,0.2094706237503285,False
FOXO1,TNFRSF14,0.2090602413262897,1.0,0.2090602413262897,False
TNFRSF4,PAPOLG,0.20885474600659,-1.0,-0.20885474600659,False
TNFRSF25,IL2,0.2081983953407712,1.0,0.2081983953407712,False
TNFRSF25,PAPOLG,0.2081603669401314,-1.0,-0.2081603669401314,False
RUNX3,TNFRSF18,0.2070786309395711,1.0,0.2070786309395711,False
DEF6,TNFRSF25,0.2058016668471095,1.0,0.2058016668471095,False
ICOS,TNFRSF12A,0.2051526232805404,1.0,0.2051526232805404,False
TNFRSF9,NLRC3,0.2048670057681596,-1.0,-0.2048670057681596,False
TNFRSF18,LAT2,0.2047268517014994,-1.0,-0.2047268517014994,False
EMP3,TNFRSF8,0.2041539910284247,-1.0,-0.2041539910284247,False
TNFRSF9,KLRG1,0.2039110750819098,-1.0,-0.2039110750819098,False
TNFRSF14,IKZF3,0.2022643073177934,1.0,0.2022643073177934,False
TNFRSF18,DEPDC7,0.2007324743478904,-1.0,-0.2007324743478904,False
TNFRSF14,NLRC3,0.2004531849129787,1.0,0.2004531849129787,False
TNFRSF8,CD40,0.1991457313275051,1.0,0.1991457313275051,False
TNFRSF8,PRF1,0.1979088948291207,-1.0,-0.1979088948291207,False
CD28,FOXQ1,0.1975173116596864,1.0,0.1975173116596864,False
TNFRSF25,SLA2,0.1973548349762733,1.0,0.1973548349762733,False
PRDM1,TNFRSF4,0.197033019893659,1.0,0.197033019893659,True
NLRC3,TNFRSF8,0.1967421361068509,-1.0,-0.1967421361068509,False
ICOS,EMP1,0.196633970088887,1.0,0.196633970088887,False
RELA,TNFRSF25,0.195541002517779,-1.0,-0.195541002517779,False
CD27,MGST3,0.1954371678480095,1.0,0.1954371678480095,True
CD27,PRF1,0.1952425948277633,1.0,0.1952425948277633,False
TNFRSF25,KLRG1,0.1942249755566595,1.0,0.1942249755566595,False
CD2,JMJD1C,0.1940113967701602,1.0,0.1940113967701602,False
TNFRSF18,FOXO1,0.1939239855676633,1.0,0.1939239855676633,False
MGST3,ICOS,0.1936135299268286,-1.0,-0.1936135299268286,False
IL2RB,CD27,0.1923093715431742,-1.0,-0.1923093715431742,False
RAC2,TNFRSF25,0.1920293027286053,-1.0,-0.1920293027286053,False
ICOS,TRIM21,0.1920163405614123,-1.0,-0.1920163405614123,False
ABCB10,TNFRSF14,0.1914052987591138,-1.0,-0.1914052987591138,False
DEF6,CD226,0.190520315858302,1.0,0.190520315858302,True
RUNX3,TNFRSF8,0.1898151251693314,1.0,0.1898151251693314,False
CD247,TNFRSF8,0.1894573695687203,-1.0,-0.1894573695687203,False
CD226,FOSB,0.1876894323865289,-1.0,-0.1876894323865289,False
CD28,EOMES,0.1867005372970433,-1.0,-0.1867005372970433,False
IL2,TNFRSF4,0.1866000924535629,1.0,0.1866000924535629,True
CD226,AKAP12,0.1862179955204622,-1.0,-0.1862179955204622,False
CD28,XCL1,0.1859337892647974,-1.0,-0.1859337892647974,False
CD226,INPPL1,0.1858198280644105,-1.0,-0.1858198280644105,False
CD226,LTBR,0.1842568862178178,-1.0,-0.1842568862178178,False
TNFRSF8,RUNX3,0.1836701612939364,1.0,0.1836701612939364,False
CD2,TNFRSF1A,0.1834236686844935,1.0,0.1834236686844935,False
EMP3,TNFRSF14,0.1810844296247638,1.0,0.1810844296247638,False
CD27,IL2,0.1808518204033043,-1.0,-0.1808518204033043,False
TNFRSF18,CD247,0.1804196446349513,-1.0,-0.1804196446349513,False
CD226,APOBEC3D,0.1802815794721414,1.0,0.1802815794721414,False
TCF7,CD40,0.1795280613321614,1.0,0.1795280613321614,False
CD27,PRDM13,0.1788977083104563,1.0,0.1788977083104563,False
TNFRSF8,CCL5,0.1788751639939871,-1.0,-0.1788751639939871,False
GATA3,TNFRSF14,0.1781238124987343,-1.0,-0.1781238124987343,True
TNFRSF25,FOXO1,0.177257119139117,1.0,0.177257119139117,False
RAC2,CD2,0.1765579035094216,-1.0,-0.1765579035094216,False
FOSL1,TNFRSF8,0.1762630356428555,1.0,0.1762630356428555,True
CD226,PIK3AP1,0.1759899326746376,1.0,0.1759899326746376,False
CD2,ITPKA,0.1750341346398738,-1.0,-0.1750341346398738,False
CD2,EMP1,0.1749633837590897,1.0,0.1749633837590897,False
CD27,APOBEC3D,0.1739342460910851,1.0,0.1739342460910851,False
CD27,EMP3,0.1738907912374609,1.0,0.1738907912374609,False
TNFRSF8,GZMK,0.1738488489377554,-1.0,-0.1738488489377554,False
CD28,GNLY,0.1732297038929674,-1.0,-0.1732297038929674,False
ICOS,TNFRSF14,0.1722519818245721,-1.0,-0.1722519818245721,False
APOBEC3C,CD28,0.1716628943321482,1.0,0.1716628943321482,False
PAPOLG,TNFRSF14,0.1705828063781772,1.0,0.1705828063781772,False
CD27,FOXD2,0.1701212346389721,1.0,0.1701212346389721,False
FOXD2,CD226,0.1701182736287301,-1.0,-0.1701182736287301,True
TNFRSF25,TNFRSF1A,0.1693649240131238,-1.0,-0.1693649240131238,False
ICOS,LCP2,0.168971607949538,-1.0,-0.168971607949538,False
TAGAP,TNFRSF4,0.1683338317795927,1.0,0.1683338317795927,False
MGST3,CD2,0.1677500470533763,-1.0,-0.1677500470533763,False
LAT,CD28,0.1672259533757527,1.0,0.1672259533757527,False
CD2,RELA,0.1666469086874977,-1.0,-0.1666469086874977,False
TNFRSF9,GZMA,0.1662417328280907,-1.0,-0.1662417328280907,False
LAT2,CD28,0.1657759272964139,-1.0,-0.1657759272964139,True
TNFRSF8,CD226,0.1657577359535859,-1.0,-0.1657577359535859,False
PLCG2,CD27,0.1642058483469318,1.0,0.1642058483469318,True
TNFRSF9,ABCB10,0.1636243265040329,1.0,0.1636243265040329,False
TNFRSF18,PAPOLG,0.1625658474096577,-1.0,-0.1625658474096577,False
FOSL1,TNFRSF4,0.1623815717467869,1.0,0.1623815717467869,False
LCP2,CD226,0.1620432038487044,1.0,0.1620432038487044,False
RUNX3,TNFRSF4,0.1606797889620915,1.0,0.1606797889620915,False
TNFRSF25,NOTCH1,0.1604791932512511,1.0,0.1604791932512511,False
TNFRSF25,LCP2,0.16000127212472,1.0,0.16000127212472,False
TNFRSF9,IFNG,0.1582479229487572,1.0,0.1582479229487572,True
CD2,FOSL1,0.1574431303346817,1.0,0.1574431303346817,False
NOTCH1,CD27,0.1574319983826838,-1.0,-0.1574319983826838,True
MUC1,TNFRSF25,0.1556256075321396,-1.0,-0.1556256075321396,True
TNFRSF4,FOXO1,0.1552722533355224,-1.0,-0.1552722533355224,False
ICOS,VAV1,0.1550312225325016,1.0,0.1550312225325016,False
EMP1,ICOS,0.1548785338249278,1.0,0.1548785338249278,False
TNFRSF1A,CD28,0.1547753109811769,1.0,0.1547753109811769,False
CD27,TAGAP,0.1541745165090802,-1.0,-0.1541745165090802,True
ICOS,GNLY,0.1539308626787981,-1.0,-0.1539308626787981,False
ICOS,TNFRSF9,0.1537251592762745,1.0,0.1537251592762745,False
TNFRSF25,IL2RG,0.1535881436943767,1.0,0.1535881436943767,False
CD27,CEACAM1,0.1535426050202827,-1.0,-0.1535426050202827,False
CD28,CD226,0.153381931459661,1.0,0.153381931459661,True
IFNG,CD226,0.1531303265469067,-1.0,-0.1531303265469067,False
VAV1,CD28,0.1526454236582362,1.0,0.1526454236582362,False
TNFRSF9,LCP2,0.1523315236237596,1.0,0.1523315236237596,False
PRDM1,TNFRSF14,0.1509689935597787,1.0,0.1509689935597787,False
IL1R1,TNFRSF8,0.1508016204659928,1.0,0.1508016204659928,True
TNFRSF14,OTUD7B,0.150584734899623,-1.0,-0.150584734899623,False
MGST3,TNFRSF14,0.1500456133454451,1.0,0.1500456133454451,False
CD28,DEF6,0.1499177274563007,1.0,0.1499177274563007,False
FOSL1,TNFRSF25,0.149662384538427,1.0,0.149662384538427,False
TNFRSF9,LAT,0.1488919523962152,-1.0,-0.1488919523962152,True
PRDM1,CD27,0.1484974990725895,-1.0,-0.1484974990725895,False
CD226,TNFRSF4,0.1484628949219801,-1.0,-0.1484628949219801,False
MAP4K1,TNFRSF14,0.14713401323333,-1.0,-0.14713401323333,False
TNFRSF9,TCF7,0.1467817028570096,-1.0,-0.1467817028570096,False
CD28,WT1,0.1458868099296865,1.0,0.1458868099296865,False
CD28,FOXL2NB,0.1453743765160475,-1.0,-0.1453743765160475,False
CD2,CD226,0.1442360092262837,1.0,0.1442360092262837,True
EMP3,CD28,0.1439046174301259,1.0,0.1439046174301259,False
TNFRSF8,CD28,0.1432924710425147,-1.0,-0.1432924710425147,False
FOXO1,TNFRSF8,0.1426519264728232,-1.0,-0.1426519264728232,False
TNFRSF4,EOMES,0.1419962718328766,-1.0,-0.1419962718328766,False
ZEB2,ICOS,0.1411538119832831,1.0,0.1411538119832831,False
CD40,LHX6,0.1408069809061721,1.0,0.1408069809061721,False
NOTCH1,TNFRSF8,0.1407103642584156,1.0,0.1407103642584156,True
CD226,GATA3,0.1387197003111694,-1.0,-0.1387197003111694,False
IL2RG,TNFRSF4,0.1385483387708866,-1.0,-0.1385483387708866,False
TNFRSF18,TNFRSF12A,0.1381641569464571,1.0,0.1381641569464571,False
CD226,MUC1,0.1377736717585621,1.0,0.1377736717585621,False
BATF,CD40,0.1374634626205421,-1.0,-0.1374634626205421,False
CD40,HELZ2,0.1369487377404346,1.0,0.1369487377404346,False
TNFRSF9,AKAP12,0.1363388553190789,1.0,0.1363388553190789,False
APOBEC3C,CD226,0.1358516769378684,1.0,0.1358516769378684,False
BICDL2,CD40,0.1355498473753956,1.0,0.1355498473753956,False
TNFRSF8,SLA2,0.1350820104050745,1.0,0.1350820104050745,False
TNFRSF9,TNFRSF1B,0.1344378687547432,1.0,0.1344378687547432,False
IL2RG,TNFRSF18,0.1339170141109407,-1.0,-0.1339170141109407,False
TBX21,TNFRSF4,0.1333215717900472,1.0,0.1333215717900472,False
CD27,VAV1,0.1329916176135541,-1.0,-0.1329916176135541,False
ICOS,MUC1,0.1319084879510334,-1.0,-0.1319084879510334,False
TNFRSF9,PRDM1,0.1317511951285729,1.0,0.1317511951285729,False
CD28,PRF1,0.1313823209435184,-1.0,-0.1313823209435184,False
CD226,IRF4,0.1312789511694087,-1.0,-0.1312789511694087,False
TNFRSF9,CBY1,0.1311661363294644,-1.0,-0.1311661363294644,True
TNFRSF25,APOBEC3D,0.1304330701212287,1.0,0.1304330701212287,False
CD226,WT1,0.1303208030899967,1.0,0.1303208030899967,False
CD28,RAC2,0.130257946622661,1.0,0.130257946622661,True
TNFRSF18,TNFRSF1A,0.1295028179856915,-1.0,-0.1295028179856915,False
APOL2,TNFRSF25,0.1293886197153705,1.0,0.1293886197153705,True
TNFRSF18,RELA,0.1292144187577794,-1.0,-0.1292144187577794,False
MGST3,CD28,0.129142061424258,-1.0,-0.129142061424258,True
OTUD7B,ICOS,0.1288900197126345,1.0,0.1288900197126345,True
TNFRSF14,IL2RG,0.1284755868333319,1.0,0.1284755868333319,False
PRKD2,CD40,0.127265645717372,1.0,0.127265645717372,False
TNFRSF9,ICOS,0.1272621192127761,1.0,0.1272621192127761,False
LAT,TNFRSF8,0.1265856104486239,-1.0,-0.1265856104486239,True
CD40,PLCG2,0.1258494549926768,1.0,0.1258494549926768,False
TNFRSF18,LHX6,0.1257466090237843,-1.0,-0.1257466090237843,False
CD27,TBX21,0.125577870720031,-1.0,-0.125577870720031,False
TNFRSF14,FASLG,0.1250999612840645,-1.0,-0.1250999612840645,False
TNFRSF9,ARHGDIB,0.1243548665372109,-1.0,-0.1243548665372109,False
CD2,INPPL1,0.1232464579720108,1.0,0.1232464579720108,False
IKZF3,TNFRSF25,0.1225243303515225,-1.0,-0.1225243303515225,True
RAC2,CD226,0.122429238663525,1.0,0.122429238663525,False
PLCG2,TNFRSF14,0.1221920296946572,1.0,0.1221920296946572,False
TNFRSF4,APOBEC3D,0.1208380393003918,-1.0,-0.1208380393003918,False
NLRC3,CD27,0.1202667478582691,1.0,0.1202667478582691,True
JMJD1C,TNFRSF14,0.1199688781778638,1.0,0.1199688781778638,False
CD28,MGST3,0.1193688351643614,-1.0,-0.1193688351643614,False
CD27,GZMA,0.1185676832548851,1.0,0.1185676832548851,False
EMP1,TNFRSF14,0.1180764868077074,-1.0,-0.1180764868077074,True
FOSB,TNFRSF9,0.1180187615074286,1.0,0.1180187615074286,True
TNFRSF8,OTUD7B,0.1175544302604075,1.0,0.1175544302604075,False
TNFRSF8,ZEB2,0.1173233962117201,1.0,0.1173233962117201,False
CD2,PRDM13,0.116872187266765,-1.0,-0.116872187266765,False
TNFRSF1B,TNFRSF8,0.1164712097180626,1.0,0.1164712097180626,False
TNFRSF9,RELA,0.1162443662967642,1.0,0.1162443662967642,False
ICOS,FOXO1,0.115279453867834,-1.0,-0.115279453867834,False
CD40,TBX21,0.1146032023325523,-1.0,-0.1146032023325523,False
CD40,VAV1,0.113388762126918,-1.0,-0.113388762126918,False
LHX4,TNFRSF25,0.1132895804725455,-1.0,-0.1132895804725455,False
MGST3,CD226,0.1128893348616537,1.0,0.1128893348616537,True
TNFRSF9,TNFRSF8,0.112517149709062,1.0,0.112517149709062,False
EMP3,TNFRSF25,0.1120595755626729,1.0,0.1120595755626729,False
INPPL1,TNFRSF9,0.1116892386229862,1.0,0.1116892386229862,True
TNFRSF18,TBX21,0.1114988666362968,1.0,0.1114988666362968,False
CD28,LAT2,0.1114626559524724,-1.0,-0.1114626559524724,True
CD226,JMJD1C,0.1109907661691374,1.0,0.1109907661691374,False
RUNX3,TNFRSF25,0.1108079053989633,-1.0,-0.1108079053989633,False
RUNX3,ICOS,0.109814158978103,1.0,0.109814158978103,False
MAP4K1,CD2,0.1095991545091326,-1.0,-0.1095991545091326,True
ICOS,BICDL2,0.1091474669432448,-1.0,-0.1091474669432448,False
ICOS,TBX21,0.1088598324411973,1.0,0.1088598324411973,False
TNFRSF18,HELZ2,0.1087739551652447,1.0,0.1087739551652447,False
ZEB2,CD226,0.1087400436775901,1.0,0.1087400436775901,False
CD40,LAT,0.1087316986922347,-1.0,-0.1087316986922347,False
GATA3,TNFRSF25,0.1080543147756348,-1.0,-0.1080543147756348,True
PLCG2,CD40,0.1071915622841189,1.0,0.1071915622841189,False
BATF,CD28,0.1066009498391096,-1.0,-0.1066009498391096,False
TNFRSF14,TNFRSF12A,0.1059969729987548,-1.0,-0.1059969729987548,False
TBX21,TNFRSF18,0.1054638790256637,1.0,0.1054638790256637,False
TNFRSF9,GZMK,0.1053284475276624,-1.0,-0.1053284475276624,False
ICOS,CEACAM1,0.1045571123677047,-1.0,-0.1045571123677047,False
CD28,APOBEC3D,0.1042968367184356,1.0,0.1042968367184356,False
OTUD7A,CD28,0.1035715420906326,-1.0,-0.1035715420906326,True
CD28,OTUD7B,0.1023642414619866,1.0,0.1023642414619866,False
CD2,KLRG1,0.1011244857596598,-1.0,-0.1011244857596598,False
TNFRSF18,IL2,0.1007033765652317,1.0,0.1007033765652317,False
OTUD7B,CD226,0.1005601360165125,-1.0,-0.1005601360165125,False
CD247,TNFRSF25,0.100491820702358,-1.0,-0.100491820702358,False
CD27,RUNX3,0.0995468400720182,-1.0,-0.0995468400720182,False
TNFRSF25,CD2,0.0994209438203853,1.0,0.0994209438203853,False
PAPOLG,TNFRSF9,0.099126198683337,1.0,0.099126198683337,False
CD2,PIK3AP1,0.0987142595691243,-1.0,-0.0987142595691243,False
EMP1,TNFRSF4,0.098689870392899,1.0,0.098689870392899,True
TNFRSF14,NKG7,0.0985372425409989,-1.0,-0.0985372425409989,False
CD27,AKAP12,0.0982134761567795,-1.0,-0.0982134761567795,False
EMP1,CD28,0.0972629134315319,1.0,0.0972629134315319,False
ICOS,SLA2,0.0970769063417967,1.0,0.0970769063417967,False
FOXO1,TNFRSF25,0.0969314293241298,1.0,0.0969314293241298,False
CD40,INPPL1,0.0967089358707896,1.0,0.0967089358707896,False
TNFRSF18,LAT,0.0966519746952465,-1.0,-0.0966519746952465,False
TNFRSF14,CD28,0.0960712234551793,1.0,0.0960712234551793,False
CD40,PIK3AP1,0.0955945446123865,1.0,0.0955945446123865,False
RAC2,CD28,0.0953773131154839,1.0,0.0953773131154839,False
TNFRSF1A,TNFRSF9,0.0937119219567189,1.0,0.0937119219567189,True
GATA3,TNFRSF9,0.0934191882665904,1.0,0.0934191882665904,False
TNFRSF8,CCL4,0.0933962636881716,1.0,0.0933962636881716,False
GATA3,CD28,0.0933848933201816,-1.0,-0.0933848933201816,True
TNFRSF1B,TNFRSF4,0.0932503407114293,1.0,0.0932503407114293,False
CD28,MAP4K1,0.0926864104704863,-1.0,-0.0926864104704863,False
INPPL1,CD28,0.0924106864771539,-1.0,-0.0924106864771539,True
TNFRSF14,ITPKA,0.092330590776425,1.0,0.092330590776425,False
TNFRSF25,NLRC3,0.0920259798199265,1.0,0.0920259798199265,False
LCP2,CD2,0.0919500949331669,1.0,0.0919500949331669,False
IFNG,CD28,0.0919361859394159,-1.0,-0.0919361859394159,True
ICOS,RELA,0.0915537281444548,-1.0,-0.0915537281444548,False
ICOS,LAT,0.0909715383719929,-1.0,-0.0909715383719929,False
TNFRSF14,TNFRSF25,0.0908391930754911,1.0,0.0908391930754911,False
TNFRSF25,TNFRSF1B,0.0902481965485392,1.0,0.0902481965485392,False
CD226,XCL1,0.090026081287561,1.0,0.090026081287561,False
CD40,TNFRSF9,0.0898506721832608,1.0,0.0898506721832608,False
CD28,LCP2,0.0897885071508098,-1.0,-0.0897885071508098,False
IKZF3,TNFRSF14,0.0895376571476066,1.0,0.0895376571476066,True
MAP4K1,CD28,0.0894517667124657,-1.0,-0.0894517667124657,True
TNFRSF8,HELZ2,0.0891408452738242,-1.0,-0.0891408452738242,False
ABCB10,TNFRSF9,0.089078116383903,1.0,0.089078116383903,False
CD28,GZMK,0.0889679115289629,-1.0,-0.0889679115289629,False
TNFRSF8,IFNG,0.0888789499165811,1.0,0.0888789499165811,False
TNFRSF18,GZMK,0.0885625398364336,-1.0,-0.0885625398364336,False
LAT,CD27,0.0884139986976043,1.0,0.0884139986976043,True
CEACAM1,TNFRSF25,0.0879065769768913,1.0,0.0879065769768913,False
TNFRSF4,DEPDC7,0.0877767207278866,-1.0,-0.0877767207278866,False
CD28,NOTCH1,0.0865594411050438,-1.0,-0.0865594411050438,False
LHX4,TNFRSF14,0.0862149448983321,-1.0,-0.0862149448983321,False
IKZF3,TNFRSF8,0.0857442768374909,1.0,0.0857442768374909,False
CD27,EOMES,0.0856588029261244,1.0,0.0856588029261244,False
CD27,OTUD7A,0.0848283718555603,1.0,0.0848283718555603,False
TNFRSF9,CD2,0.0844141231160843,1.0,0.0844141231160843,True
TNFRSF18,IL1R1,0.0831598532714285,1.0,0.0831598532714285,False
ICOS,EMP3,0.0828387071225859,-1.0,-0.0828387071225859,False
TNFRSF9,TAGAP,0.0826147452914662,1.0,0.0826147452914662,False
TNFRSF25,MGST3,0.082604015887255,-1.0,-0.082604015887255,False
IL2RB,TNFRSF9,0.0824626583448521,1.0,0.0824626583448521,False
CD2,DEF6,0.0819825597761682,-1.0,-0.0819825597761682,False
PIK3AP1,TNFRSF25,0.0816817143424635,1.0,0.0816817143424635,False
CD226,LAT,0.0812524491789741,1.0,0.0812524491789741,False
TNFRSF8,ICOS,0.0811932381212333,1.0,0.0811932381212333,False
PAPOLG,CD226,0.0807114168641573,1.0,0.0807114168641573,False
FOXO1,CD226,0.0805063079524355,1.0,0.0805063079524355,False
TNFRSF25,TNFRSF14,0.0804687342689934,1.0,0.0804687342689934,False
TNFRSF8,TNFRSF18,0.0804142785508876,1.0,0.0804142785508876,False
TAGAP,CD27,0.0793800182573027,-1.0,-0.0793800182573027,False
EMP1,TNFRSF18,0.079250149466811,1.0,0.079250149466811,True
IL9R,TNFRSF14,0.0786236414551093,1.0,0.0786236414551093,False
CD2,XCL1,0.0785701791036897,1.0,0.0785701791036897,False
ITPKA,TNFRSF25,0.0785609099519138,-1.0,-0.0785609099519138,True
TNFRSF9,IL2RB,0.0783514859247052,1.0,0.0783514859247052,False
PRDM1,CD226,0.0780701344541052,-1.0,-0.0780701344541052,False
TNFRSF18,FOSB,0.0778142602627301,1.0,0.0778142602627301,False
RAC2,CD27,0.0777914187069307,1.0,0.0777914187069307,True
TNFRSF14,DEPDC7,0.0774636953406258,-1.0,-0.0774636953406258,False
RUNX3,TNFRSF14,0.0773135234443539,-1.0,-0.0773135234443539,False
TNFRSF1B,TNFRSF9,0.0770122934207181,1.0,0.0770122934207181,True
TBX21,CD28,0.0768658051762858,-1.0,-0.0768658051762858,True
TNFRSF8,DEF6,0.0764192503202036,-1.0,-0.0764192503202036,False
CD2,DEPDC7,0.076153747467728,1.0,0.076153747467728,False
RUNX3,CD226,0.0757427548110643,-1.0,-0.0757427548110643,False
CD40,OTUD7B,0.0757094125947156,1.0,0.0757094125947156,False
TNFRSF25,PLCG2,0.0753263727729846,-1.0,-0.0753263727729846,False
ICOS,ITPKA,0.0751230326304991,-1.0,-0.0751230326304991,False
