TF,target,importance,corr_sign,signed_importance,validated
CD40,MUC1,0.4932633901120685,-1.0,-0.4932633901120685,False
ICOS,TRIM21,0.490020359254113,-1.0,-0.490020359254113,False
CD27,CBY1,0.4839159005914404,1.0,0.4839159005914404,False
CD27,APOBEC3D,0.481972077303486,1.0,0.481972077303486,False
CD27,IL2RG,0.4804068410419862,1.0,0.4804068410419862,True
TNFRSF14,JMJD1C,0.4789504787532855,1.0,0.4789504787532855,False
TNFRSF14,TRAF3IP2,0.4751909350191852,-1.0,-0.4751909350191852,False
TNFRSF4,DEF6,0.4734956872133553,-1.0,-0.4734956872133553,False
ICOS,FOXO1,0.4731468060460914,-1.0,-0.4731468060460914,False
EMP3,TNFRSF25,0.4696509439441622,1.0,0.4696509439441622,False
TNFRSF8,NLRC3,0.4650755825581255,-1.0,-0.4650755825581255,False
CD27,CNR2,0.4589542422754465,-1.0,-0.4589542422754465,False
PIK3AP1,CD40,0.458647879374141,1.0,0.458647879374141,False
CD27,TNFRSF8,0.4586119841601807,-1.0,-0.4586119841601807,False
TNFRSF8,BATF,0.455546432262942,1.0,0.455546432262942,False
TNFRSF14,LAT2,0.454288856707854,1.0,0.454288856707854,False
TNFRSF4,FOSL1,0.4509695336399189,1.0,0.4509695336399189,False
CD226,GNLY,0.4508864550766918,1.0,0.4508864550766918,False
ICOS,MAP4K1,0.4504560814434749,-1.0,-0.4504560814434749,False
TNFRSF8,GZMA,0.4455670097780237,-1.0,-0.4455670097780237,False
OTUD7B,ICOS,0.4423326645645872,1.0,0.4423326645645872,True
VAV1,CD226,0.4415959725838636,1.0,0.4415959725838636,False
TNFRSF4,ARHGDIB,0.4390801401431164,-1.0,-0.4390801401431164,False
TNFRSF4,GZMB,0.4388531652882197,1.0,0.4388531652882197,False
ICOS,DEF6,0.4373211783729858,-1.0,-0.4373211783729858,False
CD2,XCL1,0.4316430952769073,1.0,0.4316430952769073,False
ZEB2,TNFRSF14,0.428756810714665,-1.0,-0.428756810714665,False
TBX21,TNFRSF8,0.428485158703335,1.0,0.428485158703335,False
TNFRSF4,PLCG2,0.4277949749743711,-1.0,-0.4277949749743711,False
TBX21,TNFRSF14,0.4265811584135852,-1.0,-0.4265811584135852,True
TNFRSF9,CD27,0.4263464864337982,-1.0,-0.4263464864337982,False
CD2,ZEB2,0.4234109353985354,1.0,0.4234109353985354,True
ARHGDIB,TNFRSF18,0.4233320981948174,-1.0,-0.4233320981948174,False
FOXQ1,TNFRSF18,0.4223929445336273,1.0,0.4223929445336273,True
CD2,RAC2,0.42046912013638,-1.0,-0.42046912013638,True
TNFRSF18,FASLG,0.4178774978298294,1.0,0.4178774978298294,False
ICOS,IKZF3,0.4153070298640257,-1.0,-0.4153070298640257,False
TNFRSF14,HELZ2,0.4104790520583742,1.0,0.4104790520583742,False
CD2,GZMK,0.4097670994584015,1.0,0.4097670994584015,True
TNFRSF1A,CD40,0.408673015766707,-1.0,-0.408673015766707,False
TNFRSF18,FOSB,0.4072359865232804,1.0,0.4072359865232804,False
IRF4,CD40,0.4046762558574717,1.0,0.4046762558574717,False
ICOS,LCP2,0.4024453364335589,-1.0,-0.4024453364335589,False
CD2,GATA3,0.3998080430284645,1.0,0.3998080430284645,False
TNFRSF9,PAPOLG,0.3987857292153494,-1.0,-0.3987857292153494,True
TNFRSF8,ARHGDIB,0.3975399082968359,-1.0,-0.3975399082968359,False
LAT,ICOS,0.3968334818024946,-1.0,-0.3968334818024946,False
FOXO1,TNFRSF14,0.3962009434185931,1.0,0.3962009434185931,False
FOXL2NB,CD28,0.3950391902796634,-1.0,-0.3950391902796634,True
CD27,LHX6,0.3937701045970335,-1.0,-0.3937701045970335,False
TNFRSF9,MUC1,0.392730070855546,-1.0,-0.392730070855546,False
APOL2,TNFRSF14,0.3878864313842612,1.0,0.3878864313842612,False
TNFRSF4,TNFRSF8,0.3856315794651883,1.0,0.3856315794651883,False
IL2RB,CD40,0.3853751018036145,-1.0,-0.3853751018036145,False
TBX21,ICOS,0.3851736825110014,1.0,0.3851736825110014,False
IRF4,CD2,0.3840693400204246,1.0,0.3840693400204246,False
ZEB2,TNFRSF25,0.3838416259325498,1.0,0.3838416259325498,False
CD28,APOL2,0.3831584999448389,1.0,0.3831584999448389,False
ICOS,PLCG2,0.3827432296480544,-1.0,-0.3827432296480544,False
CD2,WT1,0.3826900360017745,-1.0,-0.3826900360017745,False
CD27,NLRC3,0.3803753988254182,1.0,0.3803753988254182,False
TNFRSF25,PIK3AP1,0.3793842495704181,-1.0,-0.3793842495704181,False
CD226,ZEB2,0.3789157842207246,1.0,0.3789157842207246,False
TNFRSF18,TNFRSF25,0.3780214652138294,1.0,0.3780214652138294,False
BATF,TNFRSF14,0.3778350409581251,-1.0,-0.3778350409581251,False
TNFRSF8,NOTCH1,0.3777129129496985,1.0,0.3777129129496985,False
TNFRSF18,KLRG1,0.3767008732767513,1.0,0.3767008732767513,False
TNFRSF14,ABCB10,0.3762405565880971,-1.0,-0.3762405565880971,False
ICOS,PRDM1,0.3722917577906983,1.0,0.3722917577906983,False
TNFRSF4,MGST3,0.3712936008986568,-1.0,-0.3712936008986568,False
TNFRSF18,AKAP12,0.371229807211795,1.0,0.371229807211795,False
P2RY14,TNFRSF25,0.3711484142439544,1.0,0.3711484142439544,True
CD247,TNFRSF8,0.3698242283112105,-1.0,-0.3698242283112105,False
CD27,TCF7,0.3698182949325941,1.0,0.3698182949325941,False
TNFRSF4,JMJD1C,0.3696272503119087,-1.0,-0.3696272503119087,False
IL2RB,ICOS,0.3670966431114884,1.0,0.3670966431114884,True
TNFRSF9,CNR2,0.3656527094658045,1.0,0.3656527094658045,False
TCF7,TNFRSF4,0.365533995258647,-1.0,-0.365533995258647,False
CD27,TNFRSF1B,0.3646034768257634,-1.0,-0.3646034768257634,True
CD27,CD226,0.3623812141235776,1.0,0.3623812141235776,False
CD27,PRF1,0.3605297943856815,1.0,0.3605297943856815,False
CD28,FOXL2NB,0.3593028352388707,-1.0,-0.3593028352388707,False
TNFRSF25,ITPKA,0.3579724555753082,-1.0,-0.3579724555753082,False
TNFRSF25,CD28,0.3576817121443191,1.0,0.3576817121443191,False
TNFRSF14,APOL2,0.3549780851546158,1.0,0.3549780851546158,False
MGST3,CD226,0.3540350770622247,-1.0,-0.3540350770622247,True
CD247,TNFRSF25,0.3530790514070931,1.0,0.3530790514070931,False
CD28,ITPKA,0.3505278011968508,-1.0,-0.3505278011968508,False
PIK3AP1,TNFRSF8,0.3491652649582062,1.0,0.3491652649582062,True
CD28,OTUD7A,0.3488775991818275,1.0,0.3488775991818275,False
PRDM1,TNFRSF14,0.3456637392572523,-1.0,-0.3456637392572523,True
VAV1,TNFRSF25,0.3452696684030398,1.0,0.3452696684030398,False
ICOS,FOSB,0.344851731187378,1.0,0.344851731187378,False
RELA,TNFRSF14,0.3448021468766079,1.0,0.3448021468766079,False
GATA3,CD2,0.3446008716832539,1.0,0.3446008716832539,False
APOBEC3C,CD40,0.3445758809411073,-1.0,-0.3445758809411073,False
TNFRSF14,LAT,0.3436172338736861,1.0,0.3436172338736861,False
ZEB2,CD2,0.3433073873936207,1.0,0.3433073873936207,False
CD226,PIK3AP1,0.3420624073160747,1.0,0.3420624073160747,False
CD27,RELA,0.3401707620890102,-1.0,-0.3401707620890102,False
TBX21,CD40,0.3363459886050159,1.0,0.3363459886050159,False
TNFRSF4,LTBR,0.33619349080442,1.0,0.33619349080442,False
IL2RG,TNFRSF25,0.335610712538297,1.0,0.335610712538297,False
TNFRSF8,FOSB,0.3350621068971843,1.0,0.3350621068971843,False
TNFRSF4,FOXO1,0.3350410041566394,-1.0,-0.3350410041566394,False
IL1R1,TNFRSF25,0.3336440239926879,1.0,0.3336440239926879,True
TNFRSF4,MAP4K1,0.3304833129596087,-1.0,-0.3304833129596087,False
ICOS,LTBR,0.328214530722007,-1.0,-0.328214530722007,False
EMP1,TNFRSF8,0.3281913743800499,1.0,0.3281913743800499,False
EOMES,CD40,0.3232950730296118,1.0,0.3232950730296118,True
IRF4,CD28,0.3210127082160169,1.0,0.3210127082160169,False
CD2,LHX4,0.3194001007313886,-1.0,-0.3194001007313886,False
MAP4K1,TNFRSF14,0.3191231066261503,1.0,0.3191231066261503,True
PAPOLG,TNFRSF25,0.3187529714104191,1.0,0.3187529714104191,True
PRDM1,ICOS,0.3176812175557502,1.0,0.3176812175557502,True
TNFRSF4,LCP2,0.3174194902459746,-1.0,-0.3174194902459746,False
TNFRSF14,TNFRSF25,0.3173122325447378,1.0,0.3173122325447378,False
ICOS,ID2,0.3165701498403591,1.0,0.3165701498403591,False
OTUD7B,CD28,0.3155264637668619,1.0,0.3155264637668619,False
CD2,NOTCH1,0.3154770804298238,1.0,0.3154770804298238,True
CD27,PRKD2,0.312995686150338,1.0,0.312995686150338,False
TNFRSF9,CD247,0.311635750289289,-1.0,-0.311635750289289,False
EMP3,TNFRSF18,0.3116250882113321,1.0,0.3116250882113321,False
TNFRSF18,GATA3,0.311623805393336,1.0,0.311623805393336,False
CD226,PRDM13,0.3111585785326158,-1.0,-0.3111585785326158,False
FOXO1,TNFRSF25,0.3097668149193402,1.0,0.3097668149193402,False
ICOS,CBY1,0.307483621996902,-1.0,-0.307483621996902,False
CD28,EOMES,0.3067881634626874,-1.0,-0.3067881634626874,False
CD28,DEPDC7,0.3066433114672949,-1.0,-0.3066433114672949,False
RAC2,TNFRSF8,0.3047878207224402,-1.0,-0.3047878207224402,False
RAC2,TNFRSF9,0.304727350837344,-1.0,-0.304727350837344,False
ZEB2,TNFRSF4,0.3035482431781013,1.0,0.3035482431781013,False
CD247,CD2,0.3029672442350527,1.0,0.3029672442350527,True
TNFRSF14,VAV1,0.3029558763032843,-1.0,-0.3029558763032843,False
TNFRSF1B,TNFRSF25,0.3027575541117887,-1.0,-0.3027575541117887,True
ZEB2,CD226,0.3015448411438999,1.0,0.3015448411438999,False
TNFRSF4,TNFRSF1B,0.3008257809216304,1.0,0.3008257809216304,False
IL2RB,TNFRSF18,0.2994127209838766,1.0,0.2994127209838766,True
TNFRSF18,TNF,0.2986901924917522,1.0,0.2986901924917522,False
VAV1,CD40,0.2974780975841548,-1.0,-0.2974780975841548,False
TNFRSF8,RAC2,0.2966156515328425,-1.0,-0.2966156515328425,False
CD27,HELZ2,0.2965757379822449,-1.0,-0.2965757379822449,False
ABCB10,TNFRSF14,0.2957156986078854,-1.0,-0.2957156986078854,True
TCF7,TNFRSF18,0.295391420349397,-1.0,-0.295391420349397,False
NLRC3,TNFRSF9,0.295263166973435,-1.0,-0.295263166973435,False
ITPKA,CD40,0.2939969719068996,1.0,0.2939969719068996,False
TBX21,TNFRSF18,0.2919166698198197,1.0,0.2919166698198197,False
TNFRSF18,BICDL2,0.2907946437460983,1.0,0.2907946437460983,False
TNFRSF25,CEACAM1,0.2901066090841376,1.0,0.2901066090841376,False
TNFRSF25,PLCG2,0.2900532781641824,1.0,0.2900532781641824,False
CD27,IL2,0.2899653314900353,-1.0,-0.2899653314900353,False
TNFRSF9,IL9R,0.2895464916809213,-1.0,-0.2895464916809213,False
TNFRSF14,OTUD7A,0.2893036456270715,1.0,0.2893036456270715,False
CD27,GZMB,0.2892215145409508,-1.0,-0.2892215145409508,True
CD2,TNFRSF8,0.2887578371976847,-1.0,-0.2887578371976847,False
PRKD2,CD226,0.2881612590744939,1.0,0.2881612590744939,False
TNFRSF25,MUC1,0.2873187332086003,1.0,0.2873187332086003,False
TNFRSF8,FOSL1,0.286342342431541,1.0,0.286342342431541,False
CD2,TNFRSF18,0.2852702790779235,1.0,0.2852702790779235,False
EOMES,TNFRSF18,0.2834302804247136,1.0,0.2834302804247136,False
TNFRSF9,AKAP12,0.2824029967395384,1.0,0.2824029967395384,False
RAC2,CD40,0.2823845502317022,-1.0,-0.2823845502317022,False
CD226,JMJD1C,0.282123341038467,1.0,0.282123341038467,False
TNFRSF9,EMP3,0.2817885743362789,-1.0,-0.2817885743362789,False
TNFRSF18,ZEB2,0.2808764776612114,1.0,0.2808764776612114,False
PLCG2,CD40,0.280485627216576,1.0,0.280485627216576,False
ID2,TNFRSF25,0.2797362396063028,1.0,0.2797362396063028,False
PAPOLG,CD28,0.2796404528809014,1.0,0.2796404528809014,True
TNFRSF9,IL2RB,0.2787451674971959,1.0,0.2787451674971959,False
IKZF3,CD27,0.2786808381601503,1.0,0.2786808381601503,False
TNFRSF9,IKZF3,0.2781828660900615,-1.0,-0.2781828660900615,False
CD2,LHX6,0.2774788271318555,1.0,0.2774788271318555,False
LCP2,TNFRSF14,0.2773964911707943,1.0,0.2773964911707943,False
TAGAP,CD2,0.2772762431575719,1.0,0.2772762431575719,True
CD28,WT1,0.2767048656295546,1.0,0.2767048656295546,False
CD28,MAP4K1,0.2760830175684026,-1.0,-0.2760830175684026,False
EMP3,CD226,0.2734607784314495,-1.0,-0.2734607784314495,True
CD2,DEPDC7,0.2731168066165033,1.0,0.2731168066165033,False
ICOS,RAC2,0.2701527271067869,-1.0,-0.2701527271067869,False
TNFRSF1A,TNFRSF18,0.2701391538572721,-1.0,-0.2701391538572721,True
TNFRSF4,CD28,0.270134047688071,1.0,0.270134047688071,False
ICOS,LAT2,0.2697767075494352,-1.0,-0.2697767075494352,False
CD2,TNFRSF1B,0.2696378973501454,1.0,0.2696378973501454,False
APOBEC3C,CD27,0.2676183434554568,1.0,0.2676183434554568,True
IL2RG,TNFRSF9,0.2671363739712139,-1.0,-0.2671363739712139,False
TNFRSF4,EOMES,0.2664069232496658,-1.0,-0.2664069232496658,False
TBX21,TNFRSF25,0.266278431510964,-1.0,-0.266278431510964,True
TNFRSF8,IL2RB,0.2658246018447394,1.0,0.2658246018447394,False
TNFRSF4,BATF,0.2651493012935263,1.0,0.2651493012935263,False
TNFRSF4,ABCB10,0.2643575568316592,1.0,0.2643575568316592,False
CD28,AKAP12,0.2642129570988946,-1.0,-0.2642129570988946,False
JMJD1C,TNFRSF14,0.2624828004526143,1.0,0.2624828004526143,False
CD226,FOXO1,0.2623552223179348,1.0,0.2623552223179348,False
TNFRSF18,TNFRSF1A,0.2620928334638877,-1.0,-0.2620928334638877,False
CD2,EMP1,0.2607764578946626,1.0,0.2607764578946626,False
IFNG,CD226,0.2606831137885591,1.0,0.2606831137885591,False
TNFRSF18,ICOS,0.2605220198314969,1.0,0.2605220198314969,False
TNFRSF4,PRF1,0.260009786516876,-1.0,-0.260009786516876,False
TNFRSF1A,TNFRSF25,0.2582698197991059,-1.0,-0.2582698197991059,True
TNFRSF4,TRIM21,0.2576763119765342,-1.0,-0.2576763119765342,False
CD2,FOXQ1,0.2571475012166202,1.0,0.2571475012166202,False
CD226,APOL2,0.2562530295583977,1.0,0.2562530295583977,False
CD27,IFNG,0.2559391596083381,-1.0,-0.2559391596083381,False
TNFRSF8,GZMK,0.2546156283438902,-1.0,-0.2546156283438902,False
CD2,JMJD1C,0.2532906905887631,1.0,0.2532906905887631,True
TNFRSF14,CD27,0.2521541906138342,1.0,0.2521541906138342,False
EOMES,TNFRSF25,0.2514921217729031,-1.0,-0.2514921217729031,True
BATF,TNFRSF25,0.25112870300582,-1.0,-0.25112870300582,False
TNFRSF8,GRAP,0.2504501223673814,-1.0,-0.2504501223673814,False
CD40,DEF6,0.2489090575449278,-1.0,-0.2489090575449278,False
CD27,JMJD1C,0.2484825778905663,1.0,0.2484825778905663,True
TNFRSF4,HELZ2,0.2464181185264774,-1.0,-0.2464181185264774,False
TNFRSF18,TBX21,0.2463700457836315,1.0,0.2463700457836315,False
TNFRSF8,FOXD2,0.2460095569196244,1.0,0.2460095569196244,False
CD226,GZMA,0.2439449462091623,1.0,0.2439449462091623,False
MUC1,CD226,0.2438785789595428,1.0,0.2438785789595428,True
TNFRSF4,FOXQ1,0.2436301481243918,1.0,0.2436301481243918,False
CD226,IL2RG,0.2430556750842943,1.0,0.2430556750842943,False
LAT,TNFRSF9,0.2420364474065131,-1.0,-0.2420364474065131,False
CD27,PIK3AP1,0.2404455612294516,-1.0,-0.2404455612294516,False
ICOS,OTUD7A,0.2399810582610279,-1.0,-0.2399810582610279,False
TRIM21,TNFRSF25,0.2397181450338429,-1.0,-0.2397181450338429,False
CD28,JMJD1C,0.2384679047911295,1.0,0.2384679047911295,True
TNFRSF25,TNFRSF14,0.2383443643288273,1.0,0.2383443643288273,False
TNFRSF8,LCP2,0.2374599519583069,-1.0,-0.2374599519583069,False
TNFRSF14,DEPDC7,0.2373003399504107,-1.0,-0.2373003399504107,False
TNFRSF4,GATA3,0.236172213374684,1.0,0.236172213374684,False
IL2RG,ICOS,0.2354547578194716,-1.0,-0.2354547578194716,False
GRAP,TNFRSF14,0.2341932364863392,1.0,0.2341932364863392,True
CD226,CD2,0.2341727443390731,1.0,0.2341727443390731,False
APOBEC3C,TNFRSF8,0.2340372946227731,-1.0,-0.2340372946227731,False
CD226,CD28,0.2332128181241038,1.0,0.2332128181241038,False
CD2,PAPOLG,0.2327413762614514,1.0,0.2327413762614514,False
NLRC3,ICOS,0.2326662660640762,-1.0,-0.2326662660640762,False
APOBEC3D,CD226,0.2306222889979023,1.0,0.2306222889979023,True
TNFRSF14,IL2RG,0.2292001182402293,1.0,0.2292001182402293,False
RUNX3,CD28,0.2287266393347128,-1.0,-0.2287266393347128,False
TNFRSF8,APOBEC3D,0.2284568294342889,-1.0,-0.2284568294342889,False
CD226,AKAP12,0.2273079947227248,1.0,0.2273079947227248,False
MGST3,ICOS,0.2263518785696965,-1.0,-0.2263518785696965,False
CD226,LHX6,0.225383629466678,1.0,0.225383629466678,False
MGST3,TNFRSF14,0.2218051649932057,-1.0,-0.2218051649932057,True
CD27,KLRG1,0.2217858223991642,1.0,0.2217858223991642,False
CD28,GRAP,0.2214873261269658,-1.0,-0.2214873261269658,False
TNFRSF14,LHX4,0.2203083555637248,1.0,0.2203083555637248,False
TNFRSF14,KLRG1,0.2194159868770201,1.0,0.2194159868770201,False
TNFRSF14,BICDL2,0.2190514663067415,1.0,0.2190514663067415,False
CD27,AKAP12,0.2189651058201257,-1.0,-0.2189651058201257,False
TNFRSF9,CD40,0.2185854568653683,1.0,0.2185854568653683,False
TNFRSF14,FOXL2NB,0.2174966616735494,1.0,0.2174966616735494,False
TNFRSF18,IL2RB,0.2173682324844998,1.0,0.2173682324844998,False
TNFRSF9,FOXL2NB,0.2172939955266276,-1.0,-0.2172939955266276,False
CD28,TRAF3IP2,0.2169955389681997,1.0,0.2169955389681997,False
ICOS,PAPOLG,0.2158430361099782,-1.0,-0.2158430361099782,False
ICOS,XCL1,0.2155410397524672,1.0,0.2155410397524672,False
CD247,TNFRSF14,0.2153221301145051,1.0,0.2153221301145051,False
PAPOLG,TNFRSF14,0.2150934511316065,1.0,0.2150934511316065,True
CD2,ARHGDIB,0.2150035608861154,-1.0,-0.2150035608861154,False
TNFRSF4,OTUD7B,0.2141593729951056,1.0,0.2141593729951056,False
CD226,IL9R,0.2140316720088907,1.0,0.2140316720088907,False
NLRC3,TNFRSF14,0.2135823163288857,1.0,0.2135823163288857,False
CD2,ID2,0.2132896971579072,1.0,0.2132896971579072,False
IFNG,CD28,0.2132564481964724,-1.0,-0.2132564481964724,False
TNFRSF4,CCL4,0.2127173967627579,1.0,0.2127173967627579,False
BATF,CD2,0.2101473173678249,1.0,0.2101473173678249,False
NOTCH1,TNFRSF25,0.2099835763889767,1.0,0.2099835763889767,False
APOL2,TNFRSF25,0.2097143186233659,1.0,0.2097143186233659,True
CD2,GRAP,0.2078953165075078,-1.0,-0.2078953165075078,False
CD2,APOBEC3D,0.2078811518398919,1.0,0.2078811518398919,False
RUNX3,ICOS,0.2065384685680485,1.0,0.2065384685680485,False
CD2,APOBEC3C,0.2058343008762108,1.0,0.2058343008762108,False
TNFRSF18,ITPKA,0.2056638825104587,1.0,0.2056638825104587,False
CD226,CD40,0.2054290343960982,-1.0,-0.2054290343960982,False
LCP2,CD40,0.2048089795148349,-1.0,-0.2048089795148349,False
HELZ2,CD226,0.2038011517896105,1.0,0.2038011517896105,True
CD2,TCF7,0.2021881154860894,-1.0,-0.2021881154860894,True
TNFRSF4,CD226,0.2016013274853491,-1.0,-0.2016013274853491,False
TNFRSF1B,TNFRSF4,0.200754551186142,1.0,0.200754551186142,False
CEACAM1,TNFRSF25,0.2007423204187261,1.0,0.2007423204187261,True
CD28,ID2,0.1998764097893744,-1.0,-0.1998764097893744,False
TNFRSF4,NOTCH1,0.1998392911416878,1.0,0.1998392911416878,False
RUNX3,TNFRSF9,0.1995454083293152,1.0,0.1995454083293152,False
TNFRSF18,EMP1,0.1967389779551507,1.0,0.1967389779551507,False
PRKD2,TNFRSF18,0.196190072931172,-1.0,-0.196190072931172,False
CD226,P2RY14,0.195996307159419,1.0,0.195996307159419,False
CD226,CEACAM1,0.1954013291856626,1.0,0.1954013291856626,False
LAT,CD226,0.194815693844973,1.0,0.194815693844973,False
TNFRSF18,PIK3AP1,0.19327774815663,1.0,0.19327774815663,False
CD27,TNFRSF18,0.193276806803725,-1.0,-0.193276806803725,False
TCF7,CD40,0.1931221633780289,-1.0,-0.1931221633780289,False
ICOS,CEACAM1,0.1927102350376918,-1.0,-0.1927102350376918,False
ICOS,TBX21,0.1919231785900066,1.0,0.1919231785900066,False
TNFRSF9,TNFRSF12A,0.191355992219101,1.0,0.191355992219101,False
FOSL1,ICOS,0.1900488538731035,1.0,0.1900488538731035,True
TNFRSF25,P2RY14,0.1893084797215385,1.0,0.1893084797215385,False
CD27,FOSL1,0.1892322161526403,-1.0,-0.1892322161526403,False
RAC2,CD2,0.1882668986208071,-1.0,-0.1882668986208071,False
CD226,ABCB10,0.1882244093288848,-1.0,-0.1882244093288848,False
JMJD1C,CD28,0.1877826126413261,1.0,0.1877826126413261,False
EMP1,CD27,0.1876567729536849,-1.0,-0.1876567729536849,False
IL2RB,TNFRSF4,0.1874093219965036,1.0,0.1874093219965036,True
ID2,TNFRSF4,0.1847425978666424,1.0,0.1847425978666424,False
TNFRSF25,MAP4K1,0.1834587309856416,-1.0,-0.1834587309856416,False
TNFRSF8,OTUD7B,0.1828909371931011,1.0,0.1828909371931011,False
FOXQ1,CD28,0.1823769225418074,1.0,0.1823769225418074,True
CD27,IKZF3,0.1805987480340003,1.0,0.1805987480340003,True
CD2,OTUD7A,0.1798913093503732,1.0,0.1798913093503732,False
CD27,NKG7,0.1785563381912745,-1.0,-0.1785563381912745,True
TNFRSF14,XCL1,0.1772397726583965,-1.0,-0.1772397726583965,False
CD40,RELA,0.176760366765614,1.0,0.176760366765614,False
CD2,IKZF3,0.1766545024147721,-1.0,-0.1766545024147721,False
JMJD1C,TNFRSF4,0.1756690566634912,-1.0,-0.1756690566634912,False
SLA2,TNFRSF25,0.175323766402218,1.0,0.175323766402218,False
CD27,TNF,0.1751129271544432,-1.0,-0.1751129271544432,False
PIK3AP1,CD226,0.1748873140373731,1.0,0.1748873140373731,True
CD40,PIK3AP1,0.1744466379578188,1.0,0.1744466379578188,False
TNFRSF8,CD2,0.1744164975146362,-1.0,-0.1744164975146362,False
ICOS,CNR2,0.173040082872087,-1.0,-0.173040082872087,False
TNFRSF9,LAT2,0.1711331763522332,-1.0,-0.1711331763522332,True
TNFRSF18,TNFRSF1B,0.1708619605253419,1.0,0.1708619605253419,False
TNFRSF25,FOXO1,0.1699781568277315,1.0,0.1699781568277315,False
DEF6,CD226,0.1696604070531793,1.0,0.1696604070531793,False
CD226,XCL1,0.169372919507843,1.0,0.169372919507843,False
CD40,INPPL1,0.1687749106160236,1.0,0.1687749106160236,False
APOBEC3C,TNFRSF14,0.1682197850679866,1.0,0.1682197850679866,False
OTUD7B,CD2,0.167512340939966,1.0,0.167512340939966,False
CD27,TRAF3IP2,0.1665200493077993,1.0,0.1665200493077993,False
TNFRSF18,CD2,0.1659555270121382,1.0,0.1659555270121382,False
CD28,LAT2,0.1651960110194001,-1.0,-0.1651960110194001,False
PLCG2,CD28,0.1649121185484355,-1.0,-0.1649121185484355,True
CD2,TNFRSF14,0.1642714921067286,1.0,0.1642714921067286,False
CD226,IKZF3,0.1631428482809254,-1.0,-0.1631428482809254,False
TNFRSF4,GZMA,0.1623754223720823,-1.0,-0.1623754223720823,False
FOXL2NB,CD40,0.1613997330622084,1.0,0.1613997330622084,True
CD40,FOXL2NB,0.1605519256304434,1.0,0.1605519256304434,False
ICOS,NKG7,0.1604333285523898,1.0,0.1604333285523898,False
CD2,OTUD7B,0.1598469788715105,1.0,0.1598469788715105,True
FOXO1,CD28,0.1595784081014961,1.0,0.1595784081014961,False
CD226,RAC2,0.1591095454729545,1.0,0.1591095454729545,False
TNFRSF25,NOTCH1,0.158748678098811,1.0,0.158748678098811,False
CD27,FOXO1,0.1586762780644965,1.0,0.1586762780644965,False
CD226,CD247,0.1585023231797392,1.0,0.1585023231797392,False
CD28,APOBEC3C,0.1576729765162006,1.0,0.1576729765162006,True
ICOS,KLRG1,0.1559459433142197,-1.0,-0.1559459433142197,False
TNFRSF18,XCL1,0.1557428570169536,1.0,0.1557428570169536,False
IL2RB,TNFRSF9,0.155448484677685,1.0,0.155448484677685,False
PRDM1,TNFRSF18,0.1553788524092269,1.0,0.1553788524092269,True
TNFRSF14,CD28,0.1552003927329783,1.0,0.1552003927329783,False
CD247,TNFRSF18,0.1551814759776823,1.0,0.1551814759776823,True
TNFRSF4,CD247,0.1545872182940713,-1.0,-0.1545872182940713,False
TNFRSF4,IL2RG,0.1539382318632448,-1.0,-0.1539382318632448,False
ICOS,PIK3AP1,0.153646173569405,1.0,0.153646173569405,False
NOTCH1,TNFRSF8,0.1536398980583897,1.0,0.1536398980583897,True
IKZF3,CD40,0.153279272071242,1.0,0.153279272071242,False
TNFRSF8,CEACAM1,0.1527508351034049,-1.0,-0.1527508351034049,False
EOMES,TNFRSF9,0.1520565230307768,1.0,0.1520565230307768,True
APOBEC3D,TNFRSF14,0.1507668243008941,1.0,0.1507668243008941,False
CD226,FASLG,0.150198404769064,1.0,0.150198404769064,False
CD40,TRIM21,0.1489666198750645,1.0,0.1489666198750645,False
CD226,OTUD7A,0.1478730160061767,-1.0,-0.1478730160061767,False
TNFRSF9,IL1R1,0.1474186788022156,1.0,0.1474186788022156,False
CD28,FOSB,0.1468325970157825,-1.0,-0.1468325970157825,False
TNFRSF14,EOMES,0.1458663321826844,-1.0,-0.1458663321826844,False
TAGAP,CD40,0.1456995813108252,1.0,0.1456995813108252,False
CD27,IRF4,0.1446752563298055,-1.0,-0.1446752563298055,False
TNFRSF25,PAPOLG,0.1445360081260246,1.0,0.1445360081260246,False
CD226,KLRG1,0.1435644072083997,1.0,0.1435644072083997,False
RUNX3,TNFRSF4,0.1433808370009459,1.0,0.1433808370009459,False
CD28,DEF6,0.1429704163592977,1.0,0.1429704163592977,True
TCF7,TNFRSF25,0.1419428298310483,1.0,0.1419428298310483,False
TNFRSF8,CD28,0.141937949776269,-1.0,-0.141937949776269,False
CD27,FOXQ1,0.1419113371984548,1.0,0.1419113371984548,False
TNFRSF9,LCP2,0.1412099544157499,-1.0,-0.1412099544157499,True
MUC1,CD40,0.1402343120212172,-1.0,-0.1402343120212172,False
TNFRSF14,TCF7,0.1401199224931538,1.0,0.1401199224931538,False
TNFRSF8,TNFRSF4,0.1400926056412944,1.0,0.1400926056412944,False
CD27,FASLG,0.1398835220999804,1.0,0.1398835220999804,False
LHX6,CD40,0.1397047709074271,1.0,0.1397047709074271,False
ICOS,CD27,0.139455642612634,-1.0,-0.139455642612634,False
CD2,APOL2,0.1382487887242791,-1.0,-0.1382487887242791,False
CD226,TNFRSF14,0.1380975775038507,1.0,0.1380975775038507,False
TBX21,CD226,0.1380148075007226,1.0,0.1380148075007226,False
CD40,APOBEC3D,0.1368668197954431,1.0,0.1368668197954431,False
