TF,target,importance,corr_sign,signed_importance,validated
TAGAP,TNFRSF9,2.7450121598004005,1.0,2.7450121598004005,False
CD28,FOXO1,2.6875407837574543,1.0,2.6875407837574543,True
TNFRSF4,CD27,2.6777807387999766,-1.0,-2.6777807387999766,False
CD226,CNR2,2.6754955344488343,1.0,2.6754955344488343,False
FOXL2NB,CD226,2.656317394176325,-1.0,-2.656317394176325,True
CD226,LCP2,2.6049411668160127,1.0,2.6049411668160127,False
TNFRSF4,ITPKA,2.5994519378101497,1.0,2.5994519378101497,False
CD2,FOXL2NB,2.594270032931264,-1.0,-2.594270032931264,False
RUNX3,TNFRSF14,2.551946775496951,-1.0,-2.551946775496951,False
TNFRSF9,ICOS,2.4911487631862443,1.0,2.4911487631862443,False
TNFRSF25,LHX6,2.486637377673232,-1.0,-2.486637377673232,False
TNFRSF9,ARHGDIB,2.475790354059674,-1.0,-2.475790354059674,False
NLRC3,CD226,2.429940501216467,1.0,2.429940501216467,False
TNFRSF25,AKAP12,2.3857427463777574,1.0,2.3857427463777574,False
TNFRSF9,TNFRSF18,2.3743987273911444,1.0,2.3743987273911444,False
CD28,PAPOLG,2.343598706595066,1.0,2.343598706595066,False
TNFRSF4,TNFRSF25,2.3007179673017664,1.0,2.3007179673017664,False
TNFRSF8,IL1R1,2.2550806439685336,1.0,2.2550806439685336,False
TNFRSF9,TNFRSF8,2.236545997451327,1.0,2.236545997451327,True
ID2,CD27,2.202755941041071,-1.0,-2.202755941041071,False
TNFRSF8,PIK3AP1,2.197787402222224,1.0,2.197787402222224,False
CD226,FOXL2NB,2.188679821152937,-1.0,-2.188679821152937,False
TNFRSF9,TNFRSF1B,2.1878611428269767,1.0,2.1878611428269767,False
TNFRSF14,IL9R,2.1839663834612164,1.0,2.1839663834612164,False
CD226,ALX4,2.1809516038278907,1.0,2.1809516038278907,False
CD27,CCL5,2.1741215640552154,1.0,2.1741215640552154,False
RUNX3,CD226,2.157604050220551,1.0,2.157604050220551,False
CD27,WT1,2.1356359735137085,-1.0,-2.1356359735137085,False
TNFRSF9,FOSL1,2.104426777499447,1.0,2.104426777499447,False
TNFRSF9,MAP4K1,2.1011961652772726,-1.0,-2.1011961652772726,False
TNFRSF9,TRIM21,2.0635563354097464,-1.0,-2.0635563354097464,False
TNFRSF25,PRDM13,2.060413968374221,1.0,2.060413968374221,False
CD2,ITPKA,2.0602570927308324,-1.0,-2.0602570927308324,False
PRDM1,CD2,2.037958904338362,1.0,2.037958904338362,True
BATF,CD27,2.0349641672902066,-1.0,-2.0349641672902066,False
BATF,TNFRSF9,2.030294679087371,1.0,2.030294679087371,False
CD2,FOXD2,2.016712343241861,1.0,2.016712343241861,False
CD27,GZMK,1.987162828351444,1.0,1.987162828351444,True
TNFRSF14,PRDM13,1.9454798147915373,1.0,1.9454798147915373,False
LAT,CD27,1.9405593864207824,1.0,1.9405593864207824,False
TBX21,TNFRSF9,1.9337119971278165,1.0,1.9337119971278165,True
TNFRSF8,CCL5,1.9104058554121717,-1.0,-1.9104058554121717,False
PAPOLG,CD40,1.9099544990416613,1.0,1.9099544990416613,True
TNFRSF9,RUNX3,1.898771092460715,1.0,1.898771092460715,False
IFNG,TNFRSF4,1.8968993775891767,1.0,1.8968993775891767,False
ARHGDIB,TNFRSF4,1.8893311657634724,-1.0,-1.8893311657634724,True
ICOS,GZMA,1.885216495729729,-1.0,-1.885216495729729,False
IFNG,TNFRSF14,1.884939790750912,-1.0,-1.884939790750912,True
ICOS,TNFRSF25,1.8826898021847212,1.0,1.8826898021847212,False
TNFRSF9,JMJD1C,1.867574012264736,-1.0,-1.867574012264736,True
CD226,CCL5,1.8636836849493923,1.0,1.8636836849493923,False
CD226,TNFRSF25,1.8410053969699065,1.0,1.8410053969699065,False
CD2,CD27,1.8159811130362935,1.0,1.8159811130362935,True
CD2,RUNX3,1.8079495653183424,1.0,1.8079495653183424,True
CD2,PRDM1,1.805069137278343,1.0,1.805069137278343,True
CD28,LHX6,1.7833246414815882,1.0,1.7833246414815882,False
TNFRSF9,TCF7,1.7349820787222103,-1.0,-1.7349820787222103,False
ARHGDIB,CD226,1.7244357015549734,1.0,1.7244357015549734,True
CD2,PRF1,1.7116220272472666,1.0,1.7116220272472666,False
IRF4,TNFRSF9,1.6884721397864546,1.0,1.6884721397864546,False
CD28,TNFRSF25,1.685658669985033,1.0,1.685658669985033,False
CD226,IL1R1,1.682234181408082,-1.0,-1.682234181408082,False
CD40,LHX6,1.6786642021024525,1.0,1.6786642021024525,False
LTBR,CD28,1.6652436228730398,-1.0,-1.6652436228730398,True
TNFRSF8,CD247,1.661080203608216,-1.0,-1.661080203608216,False
CD226,PRKD2,1.640687427048369,1.0,1.640687427048369,False
TNFRSF9,IL2RG,1.6374281277180949,-1.0,-1.6374281277180949,True
TAGAP,TNFRSF25,1.6337825306904072,1.0,1.6337825306904072,False
CD2,FASLG,1.6272660727931203,1.0,1.6272660727931203,False
TCF7,CD226,1.626684257161434,1.0,1.626684257161434,False
CD2,EOMES,1.623704624235116,1.0,1.623704624235116,False
TNFRSF9,GZMA,1.615764686234899,-1.0,-1.615764686234899,True
TNFRSF4,FOSB,1.614027488954204,1.0,1.614027488954204,False
TNFRSF4,ICOS,1.578754281159683,1.0,1.578754281159683,False
CD226,PRF1,1.566700926616539,1.0,1.566700926616539,False
LAT,CD40,1.543789989418641,1.0,1.543789989418641,False
BICDL2,CD40,1.5391543167494373,1.0,1.5391543167494373,False
TNFRSF9,RAC2,1.5390214646802272,-1.0,-1.5390214646802272,True
TAGAP,ICOS,1.535407089026842,1.0,1.535407089026842,False
CD28,PRDM13,1.533786489641874,1.0,1.533786489641874,False
TNFRSF8,IL2RG,1.5205216209541677,-1.0,-1.5205216209541677,False
LAT,TNFRSF14,1.5175294835685535,1.0,1.5175294835685535,False
CD27,CD247,1.5145307660220224,1.0,1.5145307660220224,True
TNFRSF25,TRAF3IP2,1.5093617767770162,1.0,1.5093617767770162,False
TNFRSF18,CEACAM1,1.505673247264694,1.0,1.505673247264694,False
CD28,CNR2,1.5013765870798823,-1.0,-1.5013765870798823,False
TCF7,CD28,1.4744585782349262,1.0,1.4744585782349262,False
TNFRSF9,NOTCH1,1.4663449309995926,1.0,1.4663449309995926,False
LTBR,CD40,1.464010708752812,1.0,1.464010708752812,False
IL2,TNFRSF4,1.461939270545374,1.0,1.461939270545374,False
TNFRSF9,PIK3AP1,1.454918164304445,1.0,1.454918164304445,False
CD2,PLCG2,1.43787875747876,1.0,1.43787875747876,True
IFNG,TNFRSF18,1.425999175837535,1.0,1.425999175837535,False
ICOS,TNFRSF18,1.421712582275917,1.0,1.421712582275917,False
ICOS,CD247,1.4162157625089626,-1.0,-1.4162157625089626,False
CD226,VAV1,1.4000972151508595,1.0,1.4000972151508595,False
CD27,P2RY14,1.3956357205966363,1.0,1.3956357205966363,True
RAC2,TNFRSF14,1.3805124649702545,1.0,1.3805124649702545,False
TNFRSF8,EMP3,1.3694803083147078,-1.0,-1.3694803083147078,False
TCF7,TNFRSF8,1.3651156022400794,-1.0,-1.3651156022400794,True
TNFRSF4,TAGAP,1.3596740429492835,1.0,1.3596740429492835,False
TNFRSF25,TNFRSF12A,1.3515859239159016,1.0,1.3515859239159016,False
CD27,PRDM13,1.3508785842519688,-1.0,-1.3508785842519688,False
LAT,TNFRSF8,1.35029621986589,-1.0,-1.35029621986589,True
CD2,CBY1,1.3405175118790886,-1.0,-1.3405175118790886,False
TNFRSF9,IL2,1.3146070208923053,1.0,1.3146070208923053,False
BATF,CD226,1.3123107428357226,-1.0,-1.3123107428357226,False
ICOS,TNFRSF8,1.3097931149611406,1.0,1.3097931149611406,False
ICOS,FOSL1,1.3018626007932734,1.0,1.3018626007932734,False
TCF7,ICOS,1.301211379135163,-1.0,-1.301211379135163,False
ICOS,TAGAP,1.2945188054733985,1.0,1.2945188054733985,False
BATF,TNFRSF8,1.28123001097751,1.0,1.28123001097751,False
TNFRSF4,CCL5,1.2665346940826987,-1.0,-1.2665346940826987,False
ICOS,EMP1,1.2487903787658343,1.0,1.2487903787658343,False
CD226,DEPDC7,1.2457865788850773,1.0,1.2457865788850773,False
TNFRSF14,GRAP,1.2405863837567868,1.0,1.2405863837567868,False
IL2RB,TNFRSF8,1.2353824867812038,1.0,1.2353824867812038,False
ID2,CD28,1.2137967422126044,-1.0,-1.2137967422126044,False
ARHGDIB,TNFRSF25,1.2007127695509034,1.0,1.2007127695509034,True
ICOS,FOXQ1,1.19962659939465,-1.0,-1.19962659939465,False
TNFRSF9,TNFRSF4,1.1970775785255838,1.0,1.1970775785255838,False
NLRC3,CD40,1.1921539263424672,-1.0,-1.1921539263424672,False
CD27,PLCG2,1.178993812585324,1.0,1.178993812585324,True
ICOS,OTUD7B,1.1756640233677007,1.0,1.1756640233677007,False
IRF4,TNFRSF18,1.1691015107822302,1.0,1.1691015107822302,False
TNFRSF18,PAPOLG,1.1591137132843414,1.0,1.1591137132843414,False
TNFRSF8,CD27,1.1473916490853284,-1.0,-1.1473916490853284,False
ICOS,WT1,1.1441995219565408,-1.0,-1.1441995219565408,False
CD27,CD2,1.143886944223245,1.0,1.143886944223245,True
TNFRSF14,ITPKA,1.1427517484351624,1.0,1.1427517484351624,False
CD2,IL2RB,1.1351283450400256,1.0,1.1351283450400256,False
TNFRSF9,LAT,1.1231838669518592,-1.0,-1.1231838669518592,False
TCF7,TNFRSF9,1.1224636956682603,-1.0,-1.1224636956682603,True
TNFRSF4,IRF4,1.1173646673292348,1.0,1.1173646673292348,False
CD2,CD28,1.1011670343669633,1.0,1.1011670343669633,False
ICOS,TNF,1.0908437443349324,1.0,1.0908437443349324,False
ICOS,P2RY14,1.0811723342149722,1.0,1.0811723342149722,False
APOBEC3D,CD40,1.0647199249709194,1.0,1.0647199249709194,False
CD28,FOXQ1,1.058745434010208,1.0,1.058745434010208,False
ICOS,JMJD1C,1.0526153126618631,-1.0,-1.0526153126618631,False
CD2,NKG7,1.040882023256628,1.0,1.040882023256628,False
TNFRSF18,GNLY,1.0402045061580916,1.0,1.0402045061580916,False
TNFRSF9,RELA,1.0390010063096142,1.0,1.0390010063096142,False
CD2,MAP4K1,1.0353609027530384,-1.0,-1.0353609027530384,False
ARHGDIB,CD40,1.0329206483982485,-1.0,-1.0329206483982485,False
TNFRSF9,DEF6,1.0312786573416202,-1.0,-1.0312786573416202,False
CD40,DEPDC7,1.0305460563144095,1.0,1.0305460563144095,False
CD27,TNFRSF14,1.024214138282224,1.0,1.024214138282224,False
CD28,FOXD2,1.0239683729494125,1.0,1.0239683729494125,False
CD2,CD226,1.02393628487924,1.0,1.02393628487924,False
CD247,CD40,1.0225525999619849,-1.0,-1.0225525999619849,False
ICOS,CCL4,1.0188017537008736,1.0,1.0188017537008736,False
ICOS,NLRC3,1.0161216156701656,-1.0,-1.0161216156701656,False
EMP1,ICOS,1.0157156455818448,1.0,1.0157156455818448,False
EMP3,TNFRSF8,1.0156736853853134,-1.0,-1.0156736853853134,False
CD27,BICDL2,1.0115112951016854,1.0,1.0115112951016854,False
CD2,GNLY,1.0098730620353844,1.0,1.0098730620353844,True
CD28,MUC1,1.0023944118596415,-1.0,-1.0023944118596415,False
CD27,TNFRSF12A,1.0008648488505036,-1.0,-1.0008648488505036,False
TNFRSF9,CD2,1.00023805065586,1.0,1.00023805065586,False
EOMES,CD28,0.9998266564634524,-1.0,-0.9998266564634524,True
TNFRSF8,LAT,0.9926674317269156,-1.0,-0.9926674317269156,False
TNFRSF14,MUC1,0.9908203537058796,1.0,0.9908203537058796,False
CD247,CD27,0.9829703824813116,1.0,0.9829703824813116,True
ICOS,MUC1,0.9802024093433834,-1.0,-0.9802024093433834,False
CD27,TNFRSF1A,0.9801009714257112,1.0,0.9801009714257112,False
TNFRSF9,INPPL1,0.9740297406548512,1.0,0.9740297406548512,False
CD28,ALX4,0.9696816908063944,-1.0,-0.9696816908063944,False
ICOS,NOTCH1,0.9694528618206156,1.0,0.9694528618206156,False
LCP2,CD226,0.9619160600412748,1.0,0.9619160600412748,False
MGST3,CD40,0.960318648290947,1.0,0.960318648290947,False
EMP1,TNFRSF9,0.9572829218057408,1.0,0.9572829218057408,True
ICOS,DEPDC7,0.9378689516438948,1.0,0.9378689516438948,False
CD40,EOMES,0.9329522525351522,1.0,0.9329522525351522,False
CD2,CCL4,0.9268478971549536,1.0,0.9268478971549536,False
TNFRSF18,ID2,0.9205117469087748,1.0,0.9205117469087748,False
ICOS,ZEB2,0.9130111394299126,1.0,0.9130111394299126,False
IL2RB,TNFRSF14,0.9106535093631012,-1.0,-0.9106535093631012,True
ICOS,MGST3,0.903335906857938,-1.0,-0.903335906857938,False
TNFRSF14,CBY1,0.9003144906284387,1.0,0.9003144906284387,False
CD27,MUC1,0.899030437977531,-1.0,-0.899030437977531,False
CD226,LTBR,0.894248071967085,-1.0,-0.894248071967085,False
TNFRSF8,TRAF3IP2,0.8846065562269199,1.0,0.8846065562269199,False
PLCG2,TNFRSF25,0.8818262661942567,1.0,0.8818262661942567,False
IL2RG,TNFRSF8,0.8765963777932175,-1.0,-0.8765963777932175,False
FOXD2,CD226,0.8755404023663458,-1.0,-0.8755404023663458,True
TNFRSF18,P2RY14,0.8741501008094468,1.0,0.8741501008094468,False
TNFRSF4,TNF,0.8705934525917551,1.0,0.8705934525917551,False
ICOS,ARHGDIB,0.8685864360159319,-1.0,-0.8685864360159319,False
TNFRSF18,IL9R,0.8658777894739154,-1.0,-0.8658777894739154,False
CD27,IL9R,0.8631378964854254,1.0,0.8631378964854254,False
CD27,DEF6,0.8603182781638854,1.0,0.8603182781638854,False
TCF7,CD2,0.8599326712521809,-1.0,-0.8599326712521809,True
CD27,CD40,0.8589072888812931,1.0,0.8589072888812931,False
CD2,IFNG,0.8576429871775209,1.0,0.8576429871775209,True
TNFRSF9,GZMK,0.846239541922721,-1.0,-0.846239541922721,False
ICOS,TNFRSF1A,0.8444678974900106,-1.0,-0.8444678974900106,False
ICOS,IL9R,0.8352522936796422,1.0,0.8352522936796422,False
JMJD1C,CD40,0.8316324907186259,1.0,0.8316324907186259,False
RAC2,CD27,0.8305961920385103,1.0,0.8305961920385103,True
CD27,LTBR,0.8298224232004242,-1.0,-0.8298224232004242,False
MGST3,TNFRSF25,0.8281217200144865,-1.0,-0.8281217200144865,False
TAGAP,TNFRSF4,0.825847944427381,1.0,0.825847944427381,False
ARHGDIB,TNFRSF14,0.81860640350757,1.0,0.81860640350757,False
TCF7,CD27,0.8095549927220179,1.0,0.8095549927220179,False
CD226,MGST3,0.8089066943427802,-1.0,-0.8089066943427802,False
TNFRSF9,FOXQ1,0.8073814586970859,1.0,0.8073814586970859,False
TNFRSF25,IL1R1,0.8032689790471016,1.0,0.8032689790471016,False
TNFRSF4,OTUD7A,0.8019053696020394,1.0,0.8019053696020394,False
TNFRSF4,AKAP12,0.7977196733788475,1.0,0.7977196733788475,False
ICOS,IL2RG,0.7925070664762168,-1.0,-0.7925070664762168,False
CD2,FOSB,0.7846114781064762,1.0,0.7846114781064762,True
IL2RG,TNFRSF14,0.7824334506650946,1.0,0.7824334506650946,True
BATF,ICOS,0.7819365323006404,1.0,0.7819365323006404,False
CD27,GRAP,0.779683553309741,1.0,0.779683553309741,False
TNFRSF9,TNFRSF14,0.7778865997802331,-1.0,-0.7778865997802331,True
IRF4,CD27,0.7652325836166322,-1.0,-0.7652325836166322,False
CD2,IL9R,0.7606751020720554,-1.0,-0.7606751020720554,False
ICOS,LAT,0.7519042955377897,-1.0,-0.7519042955377897,False
CD27,IL1R1,0.7506462536739813,-1.0,-0.7506462536739813,False
TNFRSF4,ID2,0.7444392506238492,1.0,0.7444392506238492,False
CD226,RELA,0.7443086164728789,1.0,0.7443086164728789,False
ICOS,GRAP,0.743494324292073,-1.0,-0.743494324292073,False
TNFRSF8,LTBR,0.7424743462048484,1.0,0.7424743462048484,False
RUNX3,CD27,0.738986893078369,1.0,0.738986893078369,False
CD2,CD247,0.7388502839260107,1.0,0.7388502839260107,True
CD27,LAT,0.7387749001146479,1.0,0.7387749001146479,True
TNFRSF9,BICDL2,0.7375265324092876,1.0,0.7375265324092876,False
PIK3AP1,CD28,0.7316538259159445,-1.0,-0.7316538259159445,True
TNFRSF9,TRAF3IP2,0.7313629168046257,-1.0,-0.7313629168046257,False
ICOS,TCF7,0.7307800422973569,-1.0,-0.7307800422973569,False
CD27,RAC2,0.7188173154479609,1.0,0.7188173154479609,False
CD2,TBX21,0.7177040333631544,1.0,0.7177040333631544,True
TNFRSF8,IRF4,0.7170180288539656,1.0,0.7170180288539656,False
CD27,APOBEC3C,0.7147107868472404,1.0,0.7147107868472404,True
CD28,PIK3AP1,0.7125576663290677,-1.0,-0.7125576663290677,False
CD226,NLRC3,0.7098657956725963,1.0,0.7098657956725963,False
MGST3,CD28,0.7041378159942538,-1.0,-0.7041378159942538,True
TNFRSF4,INPPL1,0.703423443412089,1.0,0.703423443412089,False
CD27,APOL2,0.7030909968731932,-1.0,-0.7030909968731932,True
CD27,ABCB10,0.6990511307852698,-1.0,-0.6990511307852698,False
DEF6,CD40,0.6857372940926346,-1.0,-0.6857372940926346,False
TNFRSF1B,CD2,0.6827456573184807,1.0,0.6827456573184807,False
CD27,CD28,0.6807997148226109,1.0,0.6807997148226109,False
TNFRSF4,IKZF3,0.6794840952971892,-1.0,-0.6794840952971892,False
CD2,LCP2,0.6770236344682534,1.0,0.6770236344682534,False
CD2,IL2RG,0.6765536483869371,1.0,0.6765536483869371,True
ICOS,IL1R1,0.6764657467831748,1.0,0.6764657467831748,False
CD40,APOL2,0.6734639314229809,1.0,0.6734639314229809,False
ICOS,CD2,0.6724848559978084,1.0,0.6724848559978084,False
IL2RG,CD226,0.6716637480018766,1.0,0.6716637480018766,False
CD2,GZMB,0.6691368292473772,1.0,0.6691368292473772,True
ICOS,GZMK,0.6644025795891426,-1.0,-0.6644025795891426,False
TNFRSF9,GRAP,0.6422268507025893,-1.0,-0.6422268507025893,False
BATF,TNFRSF4,0.6350475938239706,1.0,0.6350475938239706,False
CD2,CD40,0.6341935179588031,-1.0,-0.6341935179588031,False
TNFRSF25,KLRG1,0.6312321323282607,1.0,0.6312321323282607,False
ICOS,TNFRSF1B,0.6296678064568875,1.0,0.6296678064568875,False
ICOS,IL2RB,0.6255809838144925,1.0,0.6255809838144925,False
TNFRSF1B,CD226,0.6231230404951045,1.0,0.6231230404951045,False
ID2,TNFRSF18,0.6209794521824044,1.0,0.6209794521824044,False
CD226,DEF6,0.6183573268636371,1.0,0.6183573268636371,False
CD27,OTUD7A,0.6154901362753371,1.0,0.6154901362753371,False
TNFRSF4,IFNG,0.6151967331579006,1.0,0.6151967331579006,False
CD27,LHX4,0.6131485560322383,-1.0,-0.6131485560322383,False
CD27,ID2,0.6092377103872563,-1.0,-0.6092377103872563,True
TNFRSF14,ALX4,0.6059025302497447,1.0,0.6059025302497447,False
OTUD7B,TNFRSF9,0.6036960529425057,1.0,0.6036960529425057,True
CD27,ITPKA,0.602604323603329,-1.0,-0.602604323603329,False
CD40,ITPKA,0.6016422464773679,1.0,0.6016422464773679,False
CD226,FOXD2,0.5985767640170514,-1.0,-0.5985767640170514,False
P2RY14,CD2,0.5976037275882005,1.0,0.5976037275882005,False
CD28,MGST3,0.5968926183955734,-1.0,-0.5968926183955734,False
CD28,BICDL2,0.5952131934753425,-1.0,-0.5952131934753425,False
TNFRSF8,TCF7,0.5943161938945192,-1.0,-0.5943161938945192,False
PLCG2,CD226,0.5931383022283645,1.0,0.5931383022283645,False
TNFRSF4,NLRC3,0.5875906082055892,-1.0,-0.5875906082055892,False
CD247,CD226,0.5868428039095753,1.0,0.5868428039095753,False
APOBEC3C,CD226,0.5800056192303669,1.0,0.5800056192303669,False
TRIM21,TNFRSF14,0.5786125610787803,1.0,0.5786125610787803,False
TNFRSF9,PRF1,0.5775407888527633,1.0,0.5775407888527633,False
RELA,CD40,0.5758606786507011,1.0,0.5758606786507011,False
LAT,CD28,0.5741529655461209,1.0,0.5741529655461209,True
TNFRSF8,IFNG,0.5741186140488536,1.0,0.5741186140488536,False
TNFRSF9,ABCB10,0.5724474923299759,1.0,0.5724474923299759,False
CD27,CEACAM1,0.5673532109145007,-1.0,-0.5673532109145007,False
CD2,CNR2,0.5646793484884313,1.0,0.5646793484884313,False
TNFRSF8,APOBEC3C,0.5630330853190799,-1.0,-0.5630330853190799,False
NLRC3,CD28,0.5596508739507599,1.0,0.5596508739507599,False
MUC1,CD28,0.5592544022867609,-1.0,-0.5592544022867609,True
CD28,LHX4,0.5567930622658424,-1.0,-0.5567930622658424,False
TNFRSF9,MGST3,0.555777111545638,-1.0,-0.555777111545638,False
CD28,RELA,0.5547006618231559,1.0,0.5547006618231559,False
TBX21,CD2,0.5518749518772476,1.0,0.5518749518772476,True
TNFRSF14,CCL5,0.5473071416392751,1.0,0.5473071416392751,False
EMP1,CD2,0.5461972248193169,1.0,0.5461972248193169,True
CD27,TNFRSF4,0.5455289180171181,-1.0,-0.5455289180171181,False
CD2,TNFRSF1A,0.5454206163031944,1.0,0.5454206163031944,True
CD40,BICDL2,0.5409234135283896,1.0,0.5409234135283896,False
ICOS,BATF,0.5404578818067003,1.0,0.5404578818067003,False
NOTCH1,CD40,0.537491541151697,-1.0,-0.537491541151697,False
CD2,RELA,0.5338719605387938,-1.0,-0.5338719605387938,False
TNFRSF8,TRIM21,0.5312742086005102,-1.0,-0.5312742086005102,False
PIK3AP1,TNFRSF25,0.5293525625135288,-1.0,-0.5293525625135288,False
LTBR,CD226,0.5285782079712491,-1.0,-0.5285782079712491,True
TNFRSF18,CD27,0.527470721766722,-1.0,-0.527470721766722,False
ARHGDIB,CD28,0.5274069604365507,1.0,0.5274069604365507,False
ICOS,RELA,0.524754922424011,1.0,0.524754922424011,False
CD27,PAPOLG,0.5209479121082525,1.0,0.5209479121082525,False
RUNX3,TNFRSF25,0.5198282835667227,-1.0,-0.5198282835667227,False
TNFRSF25,BICDL2,0.5185954623771992,1.0,0.5185954623771992,False
IRF4,TNFRSF25,0.5159176427405372,1.0,0.5159176427405372,False
ZEB2,TNFRSF18,0.514776865213959,1.0,0.514776865213959,False
TNFRSF14,FOXO1,0.5137076054946927,1.0,0.5137076054946927,False
CD2,TNFRSF25,0.5130315571249502,1.0,0.5130315571249502,True
ICOS,ABCB10,0.5123636771428731,1.0,0.5123636771428731,False
TNFRSF18,FOXQ1,0.5117671241455531,1.0,0.5117671241455531,False
ICOS,RUNX3,0.5103939639106334,1.0,0.5103939639106334,False
IL2RB,CD2,0.5090632814703797,1.0,0.5090632814703797,False
CD28,CD226,0.5058746755735647,1.0,0.5058746755735647,True
TNFRSF9,PRDM1,0.5054930142456878,1.0,0.5054930142456878,False
ICOS,TNFRSF9,0.5042792990088014,1.0,0.5042792990088014,False
CD28,PRKD2,0.5032317613385577,1.0,0.5032317613385577,False
TNFRSF1B,TNFRSF14,0.502758380176302,-1.0,-0.502758380176302,True
ARHGDIB,CD2,0.5027364892570568,-1.0,-0.5027364892570568,True
CD28,ICOS,0.49997423031256,1.0,0.49997423031256,False
CD2,MGST3,0.4955817062497539,-1.0,-0.4955817062497539,False
GATA3,TNFRSF18,0.4955177064241227,1.0,0.4955177064241227,True
CD226,INPPL1,0.4949259077644548,-1.0,-0.4949259077644548,False
CD28,XCL1,0.4935704996759773,-1.0,-0.4935704996759773,False
